unit_id,predicted_price_z
553836e34a0d5d6b,546751.6743738758
e04d0521349583d9,628826.7747700996
83179d073b8319db,628191.1535048968
9af01b0ba6016d69,225286.55116470275
086cba055ca54004,302898.29022798454
3550a1de98642db2,398892.9920584796
7f282b569f65ac6f,1097489.1798658166
87fef36d5cf1fe31,437581.22756146936
8496dfb68855d612,962953.4571628014
46c0c4306059f6ba,615788.1155987765
6967cfb10c273921,508676.03792536684
1fb7aca2d944e3b5,662027.2297958818
abf8e589ad5d34ef,531755.8765613408
216ce589e434ffbe,196007.82161859516
510bc36fc07a7620,351375.6047660724
7380921e02269cb0,621378.7563088867
7fca17bb6e641642,812256.2183320217
813f98bc2d8430cf,650509.2215676103
c366119bd4107b0f,585531.274471275
085c05acdab30dd8,646830.2960574069
f4a8e56e399e4a1a,735673.4999596546
675fc81471d4d4bd,483915.3608344013
75ab4ab6016652a0,429507.5748927224
f545642d9a94fcb7,706834.828808336
6e5a326ca9af0cba,217956.15320186224
8ef92f92e5747b40,641810.5510636487
6171ee37d4744486,519238.63937564497
7ea70014795bfacd,364636.49667655566
273b5615e79aca0a,217823.07468064292
32a695703acb1d8e,358326.05291786575
148767114fe1debd,404324.7036349596
07877f04398ed0c4,251958.74001355004
2e5314fed667f6b3,693220.9919561659
0414d7989ebdaf34,387495.7359266402
325704f0056545d3,279697.972991941
4fe1d4fff56b1971,485547.9934734962
03c8c543d7a95599,492602.53642158234
2d5a3da9d6e4ffe4,440435.7367087177
47d617653c30cb31,448781.9313986953
057c5bbe1d349635,361018.0932833191
86db77e3273f5814,328838.9386107382
19b120f2a530e183,383613.3857247754
cf892b602808ed4f,283167.9728914468
e9e7f472d518e371,434750.8587429851
647a8f8da42dfbfc,564287.922714532
caf9390e861829de,267166.769521862
ecfa8e3749826f74,342584.97423065576
f7645d19a46faa31,513182.935190006
445fbbc693ad373f,361906.9932728054
2b0849bb6568bf88,754312.6182587185
b4339f99a0d4eb91,311519.5870752616
8a6e80b0a11ff107,456059.1037957337
93fa7a86109e2b34,541485.5776874939
f7a08fbd80b2325c,534651.8883881537
4a9acabed40ce1eb,410667.308170168
ad7b829f7b2f588e,655246.1974488605
14145962c2987d02,596752.1561413617
21387ad8e324ff48,319015.62290736963
f49695c7485a8066,680585.6833228351
782f68eed393b2a7,215593.21940880292
6a40870e953d3ca0,531377.8820021757
c52c54cfdde3fe2a,217027.99598478526
ff9d6b16f2ee1a49,398541.697736284
64a316b98cdfe621,503829.11902926717
aca35916f218570a,260745.51914797619
6455039740a22a23,355870.6938752229
f89d635d72181cca,579005.0572291669
768f1c63d380955f,632644.6902060107
61d791f8a86abefc,495591.922657843
de03ef4acf4a8f95,385733.49525984394
211db2f6e61a1ec4,507013.3154262851
978e50be69a9e223,571229.4568501872
cc8cb609285999f1,343137.1409518985
f6728149fc430e36,263506.57028335857
a00d56f32502a561,264627.60356998537
532ee150d85600ba,439772.95725294115
f1f596a860b7dba9,281823.5677258223
ade7d9b84968fad4,518352.8088783597
786484f19fef68b8,686624.5512754477
439f5d7768282b5e,453527.2983834382
9d1df66bf077dcf1,740265.1879638815
68627784bd3f45aa,426189.98372606776
0af6df1bebf8123c,542818.8445265108
d920911395febd48,604372.1863154796
91b436bcf141bf5b,555751.774727529
475eacfc19aa76fc,523784.44425907463
d132f34e0119307b,343577.3811007737
d125ca05ced4aa3d,343193.39115534286
a4e10b1564f07dc2,456022.03716467234
ecbfb84495978ff7,249916.94878066983
3aa5421ac8fde568,778077.3452219357
45b3a788481b9f21,226666.9544438587
4897e2a534cca62e,710846.5842904438
b805871864e30ffe,541745.3636161707
c7e316c606c25823,512057.0423424683
fc05baf959c662b7,841450.4153399236
110910c76cccbb9a,396288.70766687515
53bafcd79b08e822,418029.3753240811
4fddfeb9fbc1908c,547224.5725934857
eb5975f9583c4683,550787.3956610349
49493c3da7b10dda,362018.29286214436
ffe38910c3c08153,1099738.761889742
6c4e3c77fa01712e,693156.5472084361
91dd546cd46116ee,520017.8993301025
bb8ea1dff7119cc7,191787.5074198579
4f9600bb463a43d8,468432.2589261641
6c36481063172f00,339674.9019453463
a08394a91811519a,531372.7718784324
c34882dc3dd65da5,315124.8202377323
403c2e0cc1db14f7,410484.4678937281
2cb1994e526ba24a,897971.1948492895
498804250418634a,403638.03857685375
1797d9594eb157d5,667639.8242811043
020f88399620901d,939004.3805925006
7b0436ee6bbf9d5a,681130.4862145431
2f4a9e79552975fa,833853.4628339508
6cca40aefe11dea6,634124.6221851473
8e936ff453530061,465646.51821130456
363a2959a5b580ef,596410.2673063898
2b4fc3f7dea5ae02,964643.8162019897
a6636ce40478b69f,927452.4253602448
be62f4d0a2214b5e,575194.2671447576
3dd58aaf298f7d30,448324.9708248174
774f13983bf50421,581189.3937731263
0af2b2c029819852,440906.66278602614
bd09d8be97c777ef,447340.50679742516
87a5a9f420abf459,584393.4537485128
f3be2e75b3c52493,740954.7357908987
745ac8cfdf1a1557,511175.8015847638
813a10dcd766d0f4,534133.7923574229
03ef29c5a65e3cf2,624417.806579268
edde234c2ec1f636,611054.9880858584
5dfee212c779bcfb,1082183.0670472865
72ecaccdda004c3c,825583.6127075831
a0c83f94c512867c,416974.36846907024
97dccaa50afe4396,532754.7727594798
b4896bb1b9870271,1363065.1696405178
e1ae85535eeb804e,445445.4887818089
dbc11749ecc469d7,491930.64741427335
29073ac97880f020,414708.1119491419
0ef1346706250311,1217724.059421
431c6c9e3ff512a1,734929.7512155632
a4b87c0eae025e0d,495453.8440394954
d883e1b8f0a8fd36,478140.9330020613
b3b03572402d04b7,730158.3196720135
35d0e161d754be6e,643013.2710134982
8f6c7bfd0bf1833f,422789.6461546407
f2d6cfbc4b5ee6fe,712947.7287766747
0fa2fd696b15eb0c,1341213.2662234074
2cd3ff2c4d52557a,392564.6498259274
a26e6d0f954b5476,570740.6204118961
4339024dc297e311,969375.0985547951
a3c678115ad66fb8,604169.095338239
666ca64851563878,1171740.7177434294
fcd4e987a45de1d9,851844.1507410546
d35193072b2b2629,459138.95503663085
c3d3fc7ce8d9bfd0,551394.5275059835
583b2793ab736106,601119.6941032695
d08d5ab038489fca,461661.0763359332
5199226805087763,291824.5076028604
5abef5e68ce5c1d1,438893.44360175356
8ede3ae1865cb2c0,1624016.8221701225
0961293b8deedbd4,591751.2548182623
64b808374f036700,567951.1098660385
0c55169c450d91bc,795675.3375200771
2c77703a5eeebc3c,274775.8834585045
8661091c7c383d24,558029.195931502
e6933bc8862da74b,446548.4708087797
215a2a258366aa3e,638458.002737534
f23d5eff83542fb5,539923.306806119
0b440ebfd14724b5,845723.1695802673
ebedf6e52ae8c823,447841.1594572192
bacc38d8ef93a32a,759553.5328551447
fec5e06635ab7d31,497099.3627643982
e11e9bc082d8f776,932394.7267557062
5686b0d16884babc,800123.4229095536
198f78fad5fc9c93,656466.6122119187
89314c04387933a4,1328702.1456248825
